state,structure,status,requested_seed,final_seed,seed_retried,partition_mode,audit_result,audit_population_pass,manifest_population_balance_valid,native_manifest_consistent,units,districts,edge_cut,edge_cut_ratio_to_standard,canonical_assignment_sha256
GA,prime-factor,pass,0,0,False,apportion-regions,pass,True,True,True,2796,14,2619006.25281,0.91700041913,0bdd92e5e6f710a1c2e8bfc91f02e304f05f7a4cab8018df38aabcc729dbc1bc
NC,standard-bisect,pass,0,0,False,edge-weighted,pass,True,True,True,2672,14,2629750.199211,1.0,41e05dd2aaaf7fb4568ce7e0debb4d085851ee1865208043881f1cfd0a85052f
NC,ratio-optimal,pass,0,0,False,geosection,pass,True,True,True,2672,14,2916038.311469,1.108865135686,7a23912a6943c2f8894cd04cc916f905b5271d03c151178331bcad2de3263555
NC,ratio-optimal-area,pass,0,0,False,areasection,pass,True,True,True,2672,14,2566319.848864,0.975879705089,2143e2f544abd704564fc08a837c5147cc4f19f14c92038de45c51a71a20206a
NC,prime-factor,pass,0,0,False,apportion-regions,pass,True,True,True,2672,14,2804269.786116,1.066363560675,b64fe3debe6ce69e30a00a9f86a920797b2249248ecef1a9f4943d98192326d9
OH,standard-bisect,pass,0,0,False,edge-weighted,pass,True,True,True,3168,15,2719047.106414,1.0,bc00a8b10949143ce52b58c58303b31f67ab22d514bec5cdabda9c8b61575d4e
OH,ratio-optimal,pass,0,0,False,geosection,pass,True,True,True,3168,15,2588664.255271,0.952048329418,92a5e7e4d5d92c598c8efd06468084c4a6f5e96bfcdac5a9598b235eb9d56d25
OH,ratio-optimal-area,pass,0,0,False,areasection,pass,True,True,True,3168,15,2774524.059092,1.020403086268,0b0669e0c98971c503dbf9e370c7f9de9b0ebd1e16b5886a189af8a9c595656f
OH,prime-factor,pass,0,0,False,apportion-regions,pass,True,True,True,3168,15,2557787.746167,0.940692693456,e9328c0b7064c3def9e252c6f5625168aa0e6a20231ff6f1b38d0275d34ef75b
IL,standard-bisect,pass,0,0,False,edge-weighted,pass,True,True,True,3265,17,2742417.954142,1.0,12ad9fa3bf832eef5a7952c44fa98eafd64cc40f32e504d9afc21853d20d9069
IL,ratio-optimal,pass,0,0,False,geosection,pass,True,True,True,3265,17,2326489.554731,0.848335153005,ccae8358befe68b7e1c62b65c7963b65287a9966aad2d741f92a559575b69fe7
IL,ratio-optimal-area,pass,0,0,False,areasection,pass,True,True,True,3265,17,2877760.041849,1.049351371662,60b1f40b025347f95587ce36b8765a8fc09b0335d56975fc796c51e794613343
IL,prime-factor,pass,0,0,False,apportion-regions,pass,True,True,True,3265,17,2945870.00655,1.074187106346,8c1d53396b1963b633f9501249fc51ae79396f63ac9907a5c6b77c34290a56db
PA,standard-bisect,pass,0,0,False,edge-weighted,pass,True,True,True,3446,17,2740781.580575,1.0,9aec74208edd5682e0dda8de36bc9f5db4306ad74d248fb18076806ee96e5174
PA,ratio-optimal,pass,0,0,False,geosection,pass,True,True,True,3446,17,2687785.616082,0.980663922704,7f1fd6503a29463ea5596b289dd5fbef4df594cc49029591ae57f4da9d7a5c38
PA,ratio-optimal-area,pass,0,0,False,areasection,pass,True,True,True,3446,17,3102795.353716,1.132084138228,b0410f4d1c98853b72845f8c0fa48bf4bfd8885391ad2565824618759af0454a
PA,prime-factor,pass,0,0,False,apportion-regions,pass,True,True,True,3446,17,2995757.442625,1.093030347204,d26d69c2a24e3b67bf7a6385c1222823f02e193511fd6f87f6cac9db4daf61bf
NY,standard-bisect,pass,0,0,False,edge-weighted,pass,True,True,True,5411,26,2512596.121691,1.0,43fda77e1a5fe76f7dd1cb9ed9cf57b2d37c8daa5c4b4ff136f343880085e004
NY,ratio-optimal,pass,0,0,False,geosection,pass,True,True,True,5411,26,2622937.758699,1.043915389368,88c28a67adb7bf22f4418b3ab37e04d342b4c71735d71b6ff16d8d1813897e59
NY,ratio-optimal-area,pass,0,0,False,areasection,pass,True,True,True,5411,26,2578064.590249,1.026056105075,d832b49c1c778d5a8c7cbf3beec4b6a846c860bd44fcc90a2c95b54a6400ed7a
NY,prime-factor,pass,0,0,False,apportion-regions,pass,True,True,True,5411,26,2866543.922812,1.140869357421,7be46c573f87ad2ab3a387c20764bfb6cce061bb4a3d2979a8ad02b60fb88b49
FL,standard-bisect,pass,0,0,False,edge-weighted,pass,True,True,True,5160,28,4068732.348802,1.0,5fa6a4b65056a2e3295a94f4e6e97687ea1e847b151317a9cb1cb00a37e9be65
FL,ratio-optimal,pass,0,0,False,geosection,pass,True,True,True,5160,28,4081954.127887,1.003249606499,c06bcc238dd3793370048c1ac548ecc6052afc67ef7a102fddd0662cd3fcd90c
FL,ratio-optimal-area,pass,0,0,False,areasection,pass,True,True,True,5160,28,4043910.238663,0.993899301303,4d348956e59babcec1250b60cf95e6d0f55d8f46a50bdca70bd9cbb168789584
FL,prime-factor,pass,0,0,False,apportion-regions,pass,True,True,True,5160,28,4632081.592943,1.138458172189,6dcad21d30d75afa5192c1b17a8f888d46aa31d0b432c344086b22eeca0cb8ed
TX,standard-bisect,pass,0,0,False,edge-weighted,pass,True,True,True,6896,38,10564135.283873,1.0,df722c7cb9c682b03864a6f8bc300e809fc427aff7da851035c69aa1fdc1765c
TX,ratio-optimal,pass,0,0,False,geosection,pass,True,True,True,6896,38,9148411.426997,0.865987719881,d80dbbdbed868c6726a01c9354111c0fe3ab2373d55864dbbb9dee0d3e8ec0ad
TX,ratio-optimal-area,pass,0,0,False,areasection,pass,True,True,True,6896,38,8876555.290575,0.840253844924,28562ad0d4354aeebff4b74c5a353953730827e4840074a12e8812dcfe804201
TX,prime-factor,pass,0,0,False,apportion-regions,pass,True,True,True,6896,38,9519811.902476,0.901144452117,8dbe212f73b6c74691a68735b2ebb29fe8f27f05d51186eeb5ff12a2f391f168
